"SamplingEvent","Date","Julian","Year","Month","TideSeries","Site","SetNumber","SetDuration","Net","NetReclass","Agonidae spp.","Ammodytes sp.","Artedius sp.","Blepsias sp.","Clinocottus sp.","Clupea sp.","Enophrys sp.","Gadus sp.","Gasterosteus sp.","Gymnocanthus sp.","Hexagrammidae sp. (non-Ophiodon)","Hypomesus sp.","Lepidopsetta sp.","Leptocottus sp.","Limanda sp.","Liparidae sp.","Lumpenus sp.","Lyopsetta sp.","Mallotus sp.","Myoxocephalus sp.","Oligocottus sp.","Oncorhynchus sp.","Ophiodon sp.","Pholis sp.","Platichthys sp.","Pleuronectes sp.","Salvelinus sp.","Stichaeus sp.","Thaleichthys sp.","Trichodon sp.","TotalN","SppRichness"
"2014-07-15 MR Beaudreau",2014-07-15,196,2014,7,"Jul_1","MR",1,6,"Black","Black",0.166666666666667,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0.166666666666667,25.8333333333333,0.166666666666667,0,2,0,0,0.166666666666667,0,1,0,0.333333333333333,0.5,0,0.333333333333333,0,0,0,30.8333333333333,1.83333333333333
"2014-07-15 MR Beaudreau",2014-07-15,196,2014,7,"Jul_1","MR",2,6,"Black","Black",1.66666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,36,0,0,13.1666666666667,0,0,0.333333333333333,0,0,0,0.5,4,0,0,0,0,0,55.8333333333333,1.16666666666667
"2014-07-15 MR Beaudreau",2014-07-15,196,2014,7,"Jul_1","MR",3,6,"Black","Black",0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,22.8333333333333,0,0.166666666666667,8.16666666666667,0,0,0,0.333333333333333,0,0,0,7,0,0,0,0,0,38.6666666666667,1
"2014-07-16 CC Beaudreau",2014-07-16,197,2014,7,"Jul_1","CC",3,5,"Black","Black",8,0,0,0,0,0,0.8,0,0,0,0,0,1.8,2.8,1.6,0,1.2,0,0,8.8,0,0,0,1,9.6,0,0.2,0,0,0,35.8,2
"2014-07-16 CC Beaudreau",2014-07-16,197,2014,7,"Jul_1","CC",1,6,"Black","Black",0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0.166666666666667,0,0,0.5,0,1.83333333333333,0,0,0,3.33333333333333,1
"2014-07-16 CC Beaudreau",2014-07-16,197,2014,7,"Jul_1","CC",2,6,"Black","Black",0.166666666666667,0,0,0,0,0,0.166666666666667,0,0,0,0,0,2.33333333333333,2.16666666666667,0,0,0.5,0,0,2.5,0,0,0,0.166666666666667,4.33333333333333,0,3.66666666666667,0,0,0,16,1.5
"2014-07-16 CC Beaudreau",2014-07-16,197,2014,7,"Jul_1","CC",4,6,"Black","Black",1.83333333333333,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,2.16666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0,0,9,0,0,0,0.5,11,0,0.666666666666667,0,0,0,27.1666666666667,1.66666666666667
"2014-08-11 ER Beaudreau",2014-08-11,223,2014,8,"Aug_1","ER",2,6,"Black","Black",0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,2.66666666666667,1.33333333333333,0,11.3333333333333,0.5,0,0.166666666666667,0,0.166666666666667,0,0,12.5,0,0,0,0,0,29.6666666666667,1.5
"2014-08-11 ER Beaudreau",2014-08-11,223,2014,8,"Aug_1","ER",3,6,"Black","Black",0.5,0.166666666666667,0,0.166666666666667,0,0,0,0.166666666666667,0,0,0,0,0.833333333333333,31.6666666666667,1.33333333333333,0,3.5,0,0,0.166666666666667,0,0,0,0,17.1666666666667,0,0.5,0,0,0,56.1666666666667,1.83333333333333
"2014-08-11 ER Beaudreau",2014-08-11,223,2014,8,"Aug_1","ER",1,9,"Black","Black",0,0,0,0,0,0,0,0.333333333333333,0.111111111111111,0,0,0,0.444444444444444,0.888888888888889,0.444444444444444,0,1.88888888888889,0,0,0,0,0,0,0,0.777777777777778,0,0.222222222222222,0,0,0,5.11111111111111,0.888888888888889
"2014-08-12 CC Beaudreau",2014-08-12,224,2014,8,"Aug_1","CC",1,6,"Black","Black",0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0.333333333333333,0,0.166666666666667,0.166666666666667,0,0,7.16666666666667,0,0,0,0.166666666666667,3.16666666666667,0,0.333333333333333,0,0,0,11.6666666666667,1.33333333333333
"2014-08-12 CC Beaudreau",2014-08-12,224,2014,8,"Aug_1","CC",2,5,"Black","Black",0,0,0,0,0,0,0.2,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0.4,9.4,0,0.6,0,0,0,21.6,1.2
"2014-08-12 CC Beaudreau",2014-08-12,224,2014,8,"Aug_1","CC",3,6,"Black","Black",0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666666666667,0,0,0,0.5,5.66666666666667,0,0,0,0,0,7.5,0.833333333333333
"2014-08-13 MR Beaudreau",2014-08-13,225,2014,8,"Aug_1","MR",3,5,"Black","Black",0,0,0,0,0,0,0.2,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0.2,1,0,0.2,0,0,0,8.8,1
"2014-08-13 MR Beaudreau",2014-08-13,225,2014,8,"Aug_1","MR",4,5,"Black","Black",0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,12,0.8
"2014-08-13 MR Beaudreau",2014-08-13,225,2014,8,"Aug_1","MR",2,4,"Black","Black",0,0,0,0,0,2.25,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1.25,0,0.25,9.25,0,0,0,0,0,24,1.25
"2014-08-13 MR Beaudreau",2014-08-13,225,2014,8,"Aug_1","MR",1,5,"Black","Black",0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,10.4,0,0,0,0,0,0.6,0,0,0,0.2,1.4,0,0,0,0,0,13,1.2
"2014-08-13 MR Beaudreau",2014-08-13,225,2014,8,"Aug_1","MR",5,6,"Black","Black",1,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,33,0,0,0.833333333333333,0,0,0.5,0,0,0,0,12.1666666666667,0,0,0,0,0,47.8333333333333,1
"2014-09-08 ER Beaudreau",2014-09-08,251,2014,9,"Sep_1","ER",3,6,"Black","Black",0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,6.33333333333333,1.66666666666667,3.66666666666667,0,0,0,0,0,0,0.333333333333333,0,0,5,0,0,0,0,0,17.8333333333333,1
"2014-09-08 ER Beaudreau",2014-09-08,251,2014,9,"Sep_1","ER",1,6,"Black","Black",0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,4.5,5.83333333333333,3.83333333333333,0,1,0,0,0,0,0.333333333333333,0,0.166666666666667,12.1666666666667,0,0,0,0,0,28.6666666666667,1.33333333333333
"2014-09-08 ER Beaudreau",2014-09-08,251,2014,9,"Sep_1","ER",2,6,"Black","Black",1.16666666666667,0,0,0,0,0,0,0,0,0,0,0,5,1.66666666666667,1.66666666666667,0,0.333333333333333,0,0,0,0,0.166666666666667,0,0,3,0,0,0,0,0,13,1.16666666666667
"2014-09-09 MR Beaudreau",2014-09-09,252,2014,9,"Sep_1","MR",2,6,"Black","Black",0.166666666666667,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,6.16666666666667,0,0,0,0,0,0.166666666666667,0,0,0,0,2.83333333333333,0,0,0,0,0,10.1666666666667,0.833333333333333
"2014-09-09 MR Beaudreau",2014-09-09,252,2014,9,"Sep_1","MR",4,5,"Black","Black",0.8,0,0,0,0,0,2.6,0,0,0,0,0,1.4,10,0,0,0,0,0,1,0.2,0,0,0.2,7,0,0,0,0,0,23.2,1.6
"2014-09-09 MR Beaudreau",2014-09-09,252,2014,9,"Sep_1","MR",6,5,"Black","Black",0.2,0,0,0,0,0,0.4,0,0,0,0,0,0.4,9,0,0,0,0,0,0.2,0,0.2,0,0,6.2,0,0,0,0,0,16.6,1.4
"2014-09-09 MR Beaudreau",2014-09-09,252,2014,9,"Sep_1","MR",3,5,"Black","Black",1.6,0,0,0,0,0,1,0,0,0,0,0,0.8,9,0,0,0,0,0,0.2,0.4,0,0,0.4,10.2,0,0,0,0,0,23.6,1.6
"2014-09-09 MR Beaudreau",2014-09-09,252,2014,9,"Sep_1","MR",7,6,"Black","Black",0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0.666666666666667,20,0,0,0,0,0,0,0,0,0,0,5.16666666666667,0,0,0,0,0,26,0.666666666666667
"2014-09-09 MR Beaudreau",2014-09-09,252,2014,9,"Sep_1","MR",5,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,11.3333333333333,0,0,0,0,0,0,0,0,0,0,5.16666666666667,0,0,0,0,0,16.6666666666667,0.5
"2014-09-09 MR Beaudreau",2014-09-09,252,2014,9,"Sep_1","MR",1,6,"Black","Black",0.5,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,10.1666666666667,0,0,0,0,0,10.8333333333333,0.5
"2014-09-10 CC Beaudreau",2014-09-10,253,2014,9,"Sep_1","CC",4,6,"Black","Black",0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0.333333333333333,4.33333333333333,0,0,0,0,0,0.166666666666667,0,0,0,0.166666666666667,3.16666666666667,0,0.5,0,0,0,8.83333333333333,1.16666666666667
"2014-09-10 CC Beaudreau",2014-09-10,253,2014,9,"Sep_1","CC",3,5,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.4,0,0,0,0,0,0.2,0,0,0,0,2,0,0.2,0,0,0,4,1
"2014-09-10 CC Beaudreau",2014-09-10,253,2014,9,"Sep_1","CC",1,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0.166666666666667,0,0,0,1,0.5
"2014-09-10 CC Beaudreau",2014-09-10,253,2014,9,"Sep_1","CC",2,5,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0.2,0,0,0,0,2.4,0,0,0,0,0,5.8,0.6
"2014-09-10 CC Beaudreau",2014-09-10,253,2014,9,"Sep_1","CC",5,5,"Black","Black",0.2,0,0,0,0,0,0,0,0,0,0,0,2.8,2.2,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,8.4,0.8
"2015-05-21 ER Beaudreau",2015-05-21,141,2015,5,"May_2","ER",2,5,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.2,9.8,0.4,0,0,0,0,0,0,21.6,0,0,15.4,0,8.8,0,0.2,0,56.4,1.4
"2015-05-21 ER Beaudreau",2015-05-21,141,2015,5,"May_2","ER",1,5,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.2,2.8,0,0,0,0,0,0,0,25.6,0,0,3.4,0,11.8,0,0.6,0,44.4,1.2
"2016-05-06 ER Beaudreau",2016-05-06,127,2016,5,"May_1","ER",5,7,"Black","Black",0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0.714285714285714,1.14285714285714,0,0,0,0,0,0,0,0.142857142857143,0,0,14.7142857142857,0,2.85714285714286,0,0,0,19.7142857142857,0.857142857142857
"2016-05-06 ER Beaudreau",2016-05-06,127,2016,5,"May_1","ER",2,6,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,1.16666666666667,0,0,0,0,0,0,0,0.833333333333333,0,0,1.66666666666667,0,0.666666666666667,0,0,0,4.5,0.833333333333333
"2016-05-06 ER Beaudreau",2016-05-06,127,2016,5,"May_1","ER",3,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.16666666666667,0,0,0,0,0,0,0,1.83333333333333,0,0,4.16666666666667,0,0,0,0,0,7.66666666666667,0.666666666666667
"2016-05-06 ER Beaudreau",2016-05-06,127,2016,5,"May_1","ER",6,5,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1.4,0,0,4,0,1.6,0,0,0,7.4,0.8
"2016-05-06 ER Beaudreau",2016-05-06,127,2016,5,"May_1","ER",4,6,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,1.16666666666667,0,0,2.16666666666667,0,0.666666666666667,0,0,0,4.16666666666667,0.666666666666667
"2016-05-06 ER Beaudreau",2016-05-06,127,2016,5,"May_1","ER",1,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.833333333333333,0,0,0,0,0,0,0,0.5,0,0,4.5,0,1.5,0,0,0,7.5,0.833333333333333
"2016-05-07 CC Beaudreau",2016-05-07,128,2016,5,"May_1","CC",1,6,"Black","Black",0,0,0,0,0,0,0.166666666666667,0,0,0,0.166666666666667,0,0,0,0,0.166666666666667,0,0,0,0.166666666666667,0,0.166666666666667,0,0.166666666666667,1.83333333333333,0,0,0,0,0,2.83333333333333,1.16666666666667
"2016-05-07 CC Beaudreau",2016-05-07,128,2016,5,"May_1","CC",5,8,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,1.625,0,0.375,0,0,0,2.875,0.375
"2016-05-07 CC Beaudreau",2016-05-07,128,2016,5,"May_1","CC",6,5,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.2,0,0,0,0,0,0.6,0.4
"2016-05-07 CC Beaudreau",2016-05-07,128,2016,5,"May_1","CC",2,7,"White","White",0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,0,0.714285714285714,0,0.714285714285714,0,0,0,2,0.571428571428571
"2016-05-07 CC Beaudreau",2016-05-07,128,2016,5,"May_1","CC",4,7,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714285714,0,0,0.428571428571429,0,0.857142857142857,0,0,0,2,0.428571428571429
"2016-05-08 MR Beaudreau",2016-05-08,129,2016,5,"May_1","MR",1,4,"Black","Black",0,0,0,0,0,0,0.25,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.75
"2016-05-08 MR Beaudreau",2016-05-08,129,2016,5,"May_1","MR",5,4,"Black","Black",0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,26,0,0,3.5,0,0.5,0,0,0,30.75,1.25
"2016-05-08 MR Beaudreau",2016-05-08,129,2016,5,"May_1","MR",2,5,"White","White",0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,26,0,0,2,0,0,0,0,0,29,0.8
"2016-05-08 MR Beaudreau",2016-05-08,129,2016,5,"May_1","MR",4,5,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,4.6,0.4
"2016-05-08 MR Beaudreau",2016-05-08,129,2016,5,"May_1","MR",3,7,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,0,0,0,0,0,0,7.14285714285714,0,0.142857142857143,1,0,0,0,0,0,8.57142857142857,0.571428571428571
"2016-05-08 MR Beaudreau",2016-05-08,129,2016,5,"May_1","MR",6,5,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.2,0,0,3.8,0,1.8,0,0,0,6.4,0.8
"2016-05-09 ShC Beaudreau",2016-05-09,130,2016,5,"May_1","ShC",4,5,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.2,0,0,1.6,0,0,0,0,0,50.8,0.4
"2016-05-09 ShC Beaudreau",2016-05-09,130,2016,5,"May_1","ShC",3,5,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,11.6,0,0,6.8,0,0,0,0,0,18.8,0.6
"2016-05-09 ShC Beaudreau",2016-05-09,130,2016,5,"May_1","ShC",2,4,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.25,0.5
"2016-05-21 ER Beaudreau",2016-05-21,142,2016,5,"May_2","ER",1,7,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,1.14285714285714,0,0,0.142857142857143,0,0,0,0,2.85714285714286,0,0,0,0,0.142857142857143,0,0,0,4.42857142857143,0.714285714285714
"2016-05-21 ER Beaudreau",2016-05-21,142,2016,5,"May_2","ER",3,7,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,1,0.428571428571429,0,0,0,0,0,0,0,1.85714285714286,0,0,0.714285714285714,0,0,0,0,0,4,0.571428571428571
"2016-05-21 ER Beaudreau",2016-05-21,142,2016,5,"May_2","ER",2,7,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571,1,0.142857142857143,0,0,0,0,0,0,2.28571428571429,0,0,1.71428571428571,0,0.428571428571429,0,0,0,6.14285714285714,0.857142857142857
"2016-05-21 ER Beaudreau",2016-05-21,142,2016,5,"May_2","ER",5,7,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,1,1.57142857142857,0.428571428571429,0,0.142857142857143,0,0,0,0,2.14285714285714,0,0,5.71428571428571,0,0,0,0,0,11,0.857142857142857
"2016-05-21 ER Beaudreau",2016-05-21,142,2016,5,"May_2","ER",4,9,"White","White",0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,1.11111111111111,0.111111111111111,0,0,0,0,0,0,0.222222222222222,0,0,3.77777777777778,0,0,0,0,0,5.33333333333333,0.555555555555556
"2016-05-21 ER Beaudreau",2016-05-21,142,2016,5,"May_2","ER",6,7,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0.428571428571429,1.14285714285714,0,0,0,0,0,0,0,0,0,0,3.85714285714286,0,0,0,0,0,5.42857142857143,0.428571428571429
"2016-05-22 CC Beaudreau",2016-05-22,143,2016,5,"May_2","CC",1,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0.333333333333333,0.333333333333333,0,1.5,0,0,0,25.1666666666667,0.666666666666667
"2016-05-22 CC Beaudreau",2016-05-22,143,2016,5,"May_2","CC",5,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.6666666666667,0,0,0.5,0,0.833333333333333,0,0,0,63,0.5
"2016-05-22 CC Beaudreau",2016-05-22,143,2016,5,"May_2","CC",6,7,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57142857142857,0,0,0.142857142857143,0,0,0,0,0,6.71428571428571,0.285714285714286
"2016-05-22 CC Beaudreau",2016-05-22,143,2016,5,"May_2","CC",3,4,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.5,0,0,2,0,4.5,0,0,0,7.75,1
"2016-05-23 MR Beaudreau",2016-05-23,144,2016,5,"May_2","MR",1,7,"Black","Black",0,0,0,0,0,0.857142857142857,0,0,0,0,0,0,1.85714285714286,8.28571428571429,0.142857142857143,0,0,0,0.142857142857143,0.142857142857143,0,96,0,0.142857142857143,6,0,1.14285714285714,0,0,0,114.714285714286,1.42857142857143
"2016-05-23 MR Beaudreau",2016-05-23,144,2016,5,"May_2","MR",2,2,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0.5,0.5,0,0,0,13,0,0,19.5,0,0.5,0,0,0,57.5,3
"2016-05-23 MR Beaudreau",2016-05-23,144,2016,5,"May_2","MR",3,4,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2.25,0,0,0.5,0,5.5,0,0,1,0,0,0,0,0,12.25,1.25
"2016-05-23 MR Beaudreau",2016-05-23,144,2016,5,"May_2","MR",4,2,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,15,0,1,1,0,0.5,0,0,0,19,3
"2016-05-24 ShC Beaudreau",2016-05-24,145,2016,5,"May_2","ShC",4,5,"White","White",0,0,0,0,0,0,0,0,0.2,0,0,0,0,4.6,0,0,0,0,0,0,0,5.8,0,0,2.2,0,0,0,0,0,12.8,0.8
"2016-05-24 ShC Beaudreau",2016-05-24,145,2016,5,"May_2","ShC",2,3,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,8,0,0,0,0,0,0,0,17.6666666666667,0,0,4.66666666666667,0,0,0,0,0,30.6666666666667,1.33333333333333
"2016-05-24 ShC Beaudreau",2016-05-24,145,2016,5,"May_2","ShC",1,3,"Black","Black",0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,8,0,0,0,0,0,0,0,1,0,0,3.66666666666667,0,0,0,0,0,13.3333333333333,1.66666666666667
"2016-05-24 ShC Beaudreau",2016-05-24,145,2016,5,"May_2","ShC",3,3,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,7,0,0,0,0,0,0,0,20.6666666666667,0,0,5,0,0,0,0,0,33,1.33333333333333
"2016-05-24 ShC Beaudreau",2016-05-24,145,2016,5,"May_2","ShC",5,2,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,2,0,2.5,0,0,0,5.5,2
"2016-06-04 ER Beaudreau",2016-06-04,156,2016,6,"Jun_1","ER",2,7,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.428571428571429,0,0.142857142857143,0,0,0,0,0.142857142857143,0,0,2.42857142857143,0,0.428571428571429,0,0,0,6.57142857142857,0.857142857142857
"2016-06-04 ER Beaudreau",2016-06-04,156,2016,6,"Jun_1","ER",3,7,"Black","Black",0.142857142857143,0,0,0.142857142857143,0,0,0,0,0,0,0,0,3.57142857142857,2.85714285714286,0,0,0.857142857142857,0,0,0,0,0.285714285714286,0,0,7.57142857142857,0,0.142857142857143,0,0,0,15.5714285714286,1.14285714285714
"2016-06-04 ER Beaudreau",2016-06-04,156,2016,6,"Jun_1","ER",1,7,"Black","Black",0,0.142857142857143,0,0.285714285714286,0,0,0,0,0,0,0,0,0,1.85714285714286,0,0.142857142857143,0.142857142857143,0,0,0,0,0.142857142857143,0,0.714285714285714,0.428571428571429,0,0.142857142857143,0,0,0,4,1.28571428571429
"2016-06-04 ER Beaudreau",2016-06-04,156,2016,6,"Jun_1","ER",5,4,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,1.25,5.5,0.75,0,2.75,0,0,0,0,0,0,0,10.5,0,7.25,0,0,0,28,1.5
"2016-06-04 ER Beaudreau",2016-06-04,156,2016,6,"Jun_1","ER",4,7,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,1.71428571428571,7.28571428571429,0.142857142857143,0,1.14285714285714,0,0,0,0,0,0,0,12.5714285714286,0,1,0,0,0,23.8571428571429,0.857142857142857
"2016-06-05 CC Beaudreau",2016-06-05,157,2016,6,"Jun_1","CC",4,8,"White","White",0.125,0,0,0,0,0,0.125,0,0.125,0,0,0,0.25,0.75,0.125,0.125,15.25,0,0,0.125,0,0,0,0.375,1.625,0,0,0.125,0,0,19.125,1.5
"2016-06-05 CC Beaudreau",2016-06-05,157,2016,6,"Jun_1","CC",5,5,"Black","Black",0.2,0,0,0,0,0,0.2,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,15.2,0,0.4,0,0,0,17,1.2
"2016-06-05 CC Beaudreau",2016-06-05,157,2016,6,"Jun_1","CC",3,7,"Black","Black",0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0.857142857142857,0,0.571428571428571,0.428571428571429,0,0,0,0,0.571428571428571,0,1.71428571428571,2.57142857142857,0,2.71428571428571,0,0,0,9.57142857142857,1.14285714285714
"2016-06-05 CC Beaudreau",2016-06-05,157,2016,6,"Jun_1","CC",6,5,"White","White",0,0,0,0,0,0,0.4,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,15.4,0,2,0,0,0,23.6,0.8
"2016-06-05 CC Beaudreau",2016-06-05,157,2016,6,"Jun_1","CC",2,7,"White","White",0,0,0,0,0,0,0.428571428571429,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0.142857142857143,0,0,0,0,1.42857142857143,0,0.142857142857143,0,0,0,2.28571428571429,0.714285714285714
"2016-06-05 CC Beaudreau",2016-06-05,157,2016,6,"Jun_1","CC",1,7,"Black","Black",0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0.857142857142857,0,0,0,0,0,0.142857142857143,0,0,0,0,1.57142857142857,0,0.428571428571429,0,0,0,3.14285714285714,0.714285714285714
"2016-06-06 MR Beaudreau",2016-06-06,158,2016,6,"Jun_1","MR",1,6,"Black","Black",0,0,0,0,0,0.666666666666667,0.166666666666667,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,50.8333333333333,0,0,5.66666666666667,0,0,0,0,0,60.8333333333333,0.833333333333333
"2016-06-06 MR Beaudreau",2016-06-06,158,2016,6,"Jun_1","MR",3,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,18.6666666666667,0,0,0,0,0,0,0,0.833333333333333,0,0.166666666666667,2,0,0.333333333333333,0,0,0,22.1666666666667,1
"2016-06-06 MR Beaudreau",2016-06-06,158,2016,6,"Jun_1","MR",2,5,"White","White",0,0,0,0,0,0,0,0,0.2,0,0,0,0,4.2,0,0,0,0,0,0,0,0.8,0,0.2,0.4,0,0.4,0,0,0,6.2,1.2
"2016-06-06 MR Beaudreau",2016-06-06,158,2016,6,"Jun_1","MR",4,6,"White","White",0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,13.8333333333333,0,0.166666666666667,1,0,0,0,0,1,0,0,2.33333333333333,0,0,0,0,0,18.5,1
"2016-06-06 MR Beaudreau",2016-06-06,158,2016,6,"Jun_1","MR",5,6,"Black","Black",0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,9.66666666666667,0,0,1,0,0,0,0,1.16666666666667,0,0,4.16666666666667,0,0.5,0,0,0,16.8333333333333,1
"2016-06-07 ShC Beaudreau",2016-06-07,159,2016,6,"Jun_1","ShC",1,4,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,12,0,0,1.5,0,0,0,0,0,13.75,0.75
"2016-06-07 ShC Beaudreau",2016-06-07,159,2016,6,"Jun_1","ShC",5,5,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,34.4,0,0,0,0,0,0,0,9.6,0,0,5.8,0,0,0,0,0,49.8,0.6
"2016-06-07 ShC Beaudreau",2016-06-07,159,2016,6,"Jun_1","ShC",3,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.16666666666667,0,0,0.166666666666667,0,1.66666666666667,0,0,0,8,0.666666666666667
"2016-06-07 ShC Beaudreau",2016-06-07,159,2016,6,"Jun_1","ShC",2,7,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571428571429,0,0,0,0,0,0,0,1.14285714285714,0,0,1.14285714285714,0,0,0,0,0,2.71428571428571,0.428571428571429
"2016-06-07 ShC Beaudreau",2016-06-07,159,2016,6,"Jun_1","ShC",7,5,"White","White",0,0,0,0,0,0,0,0,0.2,0,0,0,0,10.8,0,0,0,0,0,0,0,1,0,0,1.8,0,0.2,0,0,0,14,1
"2016-06-07 ShC Beaudreau",2016-06-07,159,2016,6,"Jun_1","ShC",6,4,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0.25,12,0,0,0,0,0,0,0,0.5,0,0,2.75,0,0.75,0,0,0,16.25,1.25
